,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
114,2008-09-22,4864.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
115,2008-09-23,5090.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
116,2008-09-24,4921.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
117,2008-09-25,5147.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
118,2008-09-26,5401.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
119,2008-09-29,5628.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
120,2008-09-30,5373.0,0.144,0.067,64.0,1.9,415.0,0.802,0.431,3.5,2.2
121,2008-10-01,5486.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
122,2008-10-02,5599.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
123,2008-10-03,5373.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
124,2008-10-06,5119.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
125,2008-10-07,4864.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
126,2008-10-08,4751.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
127,2008-10-09,4751.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
128,2008-10-10,4553.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
129,2008-10-13,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
130,2008-10-14,4864.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
131,2008-10-15,4977.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
132,2008-10-16,4779.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
133,2008-10-17,4610.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
134,2008-10-20,4497.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
135,2008-10-21,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
136,2008-10-22,4666.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
137,2008-10-23,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
138,2008-10-24,4440.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
139,2008-10-27,4242.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
140,2008-10-28,4044.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
141,2008-10-29,4044.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
142,2008-10-30,3874.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
143,2008-10-31,4044.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
144,2008-11-03,4044.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
145,2008-11-04,4242.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
146,2008-11-05,4440.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
147,2008-11-06,4440.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
148,2008-11-07,4327.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
149,2008-11-10,4412.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
150,2008-11-11,4355.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
151,2008-11-12,4214.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
152,2008-11-13,4355.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
153,2008-11-14,4412.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
154,2008-11-17,4412.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
155,2008-11-18,4440.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
156,2008-11-19,4468.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
157,2008-11-20,4468.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
158,2008-11-21,4440.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
159,2008-11-24,4525.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
160,2008-11-25,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
161,2008-11-26,4610.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
162,2008-11-27,4553.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
163,2008-11-28,4581.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
164,2008-12-01,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
165,2008-12-02,4610.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
166,2008-12-03,4610.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
167,2008-12-04,4666.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
168,2008-12-05,4581.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
169,2008-12-08,4497.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
170,2008-12-09,4638.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
171,2008-12-10,4412.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
172,2008-12-11,4468.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
173,2008-12-12,4666.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
174,2008-12-15,4751.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
175,2008-12-16,4723.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
176,2008-12-17,4751.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
177,2008-12-18,4779.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
178,2008-12-19,4553.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
179,2008-12-22,4468.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
180,2008-12-23,4327.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
181,2008-12-24,4327.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
182,2008-12-25,4327.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
183,2008-12-26,4327.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
184,2008-12-29,4355.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
185,2008-12-30,4497.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
186,2008-12-31,4497.0,0.072,0.027,32.0,2.5,362.0,0.813,-0.141,4.4,2.9
187,2009-01-02,4525.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
188,2009-01-05,4525.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
189,2009-01-06,4412.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
190,2009-01-07,4468.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
191,2009-01-08,4468.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
192,2009-01-09,4440.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
193,2009-01-12,4440.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
194,2009-01-13,4412.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
195,2009-01-14,4468.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
196,2009-01-15,4440.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
197,2009-01-16,4638.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
198,2009-01-19,4638.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
199,2009-01-20,4638.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
200,2009-01-21,4610.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
201,2009-01-22,4468.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
202,2009-01-23,4525.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
203,2009-02-02,4581.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
204,2009-02-03,4412.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
205,2009-02-04,4214.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
206,2009-02-05,4016.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
207,2009-02-06,4016.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
208,2009-02-09,4072.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
209,2009-02-10,3987.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
210,2009-02-11,3790.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
211,2009-02-12,3818.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
212,2009-02-13,3761.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
213,2009-02-16,3676.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
214,2009-02-17,3507.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
215,2009-02-18,3337.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
216,2009-02-19,3224.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
217,2009-02-20,3083.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
218,2009-02-23,2941.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
219,2009-02-24,2794.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
220,2009-02-25,2658.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
221,2009-02-26,2528.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
222,2009-02-27,2404.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
223,2009-03-02,2319.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
224,2009-03-03,2206.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
225,2009-03-04,2138.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
226,2009-03-05,2138.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
227,2009-03-06,2053.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
228,2009-03-09,2064.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
229,2009-03-10,2166.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
230,2009-03-11,2098.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
231,2009-03-12,1997.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
232,2009-03-13,1906.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
233,2009-03-16,1997.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
234,2009-03-17,2093.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
235,2009-03-18,2189.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
236,2009-03-19,2081.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
237,2009-03-20,1980.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
238,2009-03-23,1883.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
239,2009-03-24,1974.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
240,2009-03-25,2070.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
241,2009-03-26,2172.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
242,2009-03-27,2279.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
243,2009-03-30,2392.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
244,2009-03-31,2274.0,0.05,0.019,25.0,2.6,361.0,0.783,0.229,4.5,3.1
245,2009-04-01,2376.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
246,2009-04-02,2353.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
247,2009-04-03,2466.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
248,2009-04-07,2585.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
249,2009-04-08,2500.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
250,2009-04-09,2387.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
251,2009-04-10,2506.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
252,2009-04-13,2630.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
253,2009-04-14,2636.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
254,2009-04-15,2506.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
255,2009-04-16,2506.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
256,2009-04-17,2381.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
257,2009-04-20,2262.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
258,2009-04-21,2149.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
259,2009-04-22,2257.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
260,2009-04-23,2228.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
261,2009-04-24,2172.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
262,2009-04-27,2257.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
263,2009-04-28,2257.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
264,2009-04-29,2262.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
265,2009-05-04,2376.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
266,2009-05-05,2494.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
267,2009-05-06,2376.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
268,2009-05-07,2432.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
269,2009-05-08,2387.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
270,2009-05-11,2489.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
271,2009-05-12,2602.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
272,2009-05-13,2477.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
273,2009-05-14,2545.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
274,2009-05-15,2630.0,0.066,0.019,28.0,2.5,369.0,0.752,0.325,4.5,3.0
