,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
30,2008-05-20,1178.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
31,2008-05-21,1157.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
32,2008-05-22,1136.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
33,2008-05-23,1115.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
34,2008-05-26,1094.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
35,2008-05-30,1073.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
36,2008-06-02,1052.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
37,2008-06-03,1031.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
38,2008-06-04,1012.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
39,2008-06-05,993.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
40,2008-06-06,974.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
41,2008-06-09,955.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
42,2008-06-10,936.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
43,2008-06-11,919.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
44,2008-06-12,936.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
45,2008-06-13,953.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
46,2008-06-16,972.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
47,2008-06-17,991.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
48,2008-06-18,972.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
49,2008-06-19,944.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
50,2008-06-20,917.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
51,2008-06-23,944.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
52,2008-06-24,972.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
53,2008-06-25,999.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
54,2008-06-26,1029.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
55,2008-06-27,1052.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
56,2008-06-30,1083.0,0.346,0.254,278.0,0.2,989.0,0.219,0.194,1.4,0.3
57,2008-07-01,1115.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
58,2008-07-02,1146.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
59,2008-07-03,1178.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
60,2008-07-04,1209.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
61,2008-07-07,1241.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
62,2008-07-08,1273.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
63,2008-07-09,1304.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
64,2008-07-10,1336.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
65,2008-07-11,1375.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
66,2008-07-14,1416.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
67,2008-07-15,1458.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
68,2008-07-16,1487.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
69,2008-07-17,1531.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
70,2008-07-18,1575.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
71,2008-07-21,1531.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
72,2008-07-22,1487.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
73,2008-07-23,1443.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
74,2008-07-24,1413.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
75,2008-07-25,1455.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
76,2008-07-28,1487.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
77,2008-07-29,1531.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
78,2008-07-30,1575.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
79,2008-07-31,1620.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
80,2008-08-01,1664.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
81,2008-08-04,1634.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
82,2008-08-05,1605.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
83,2008-08-06,1649.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
84,2008-08-07,1678.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
85,2008-08-08,1723.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
86,2008-08-11,1767.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
87,2008-08-12,1811.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
88,2008-08-13,1855.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
89,2008-08-14,1899.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
90,2008-08-15,1943.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
91,2008-08-18,2032.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
92,2008-08-19,2120.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
93,2008-08-20,2194.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
94,2008-08-21,2282.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
95,2008-08-22,2179.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
96,2008-08-25,2267.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
97,2008-08-26,2194.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
98,2008-08-27,2091.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
99,2008-08-28,1988.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
100,2008-08-29,1899.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
101,2008-09-03,1988.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
102,2008-09-04,1943.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
103,2008-09-05,1855.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
104,2008-09-08,1826.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
105,2008-09-09,1855.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
106,2008-09-10,1796.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
107,2008-09-11,1781.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
108,2008-09-12,1706.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
109,2008-09-15,1781.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
110,2008-09-16,1706.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
111,2008-09-17,1647.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
112,2008-09-18,1572.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
113,2008-09-19,1647.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
114,2008-09-22,1721.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
115,2008-09-23,1751.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
116,2008-09-24,1691.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
117,2008-09-25,1766.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
118,2008-09-26,1826.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
119,2008-09-29,1751.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
120,2008-09-30,1677.0,0.366,0.321,295.0,0.1,930.0,0.192,0.16,1.1,0.1
121,2008-10-01,1617.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
122,2008-10-02,1617.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
123,2008-10-03,1572.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
124,2008-10-06,1494.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
125,2008-10-07,1422.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
126,2008-10-08,1353.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
127,2008-10-09,1287.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
128,2008-10-10,1224.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
129,2008-10-13,1165.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
130,2008-10-14,1221.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
131,2008-10-15,1281.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
132,2008-10-16,1242.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
133,2008-10-17,1248.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
134,2008-10-20,1206.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
135,2008-10-21,1242.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
136,2008-10-22,1195.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
137,2008-10-23,1138.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
138,2008-10-24,1081.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
139,2008-10-27,1027.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
140,2008-10-28,976.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
141,2008-10-29,976.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
142,2008-10-30,928.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
143,2008-10-31,973.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
144,2008-11-03,967.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
145,2008-11-04,1015.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
146,2008-11-05,1063.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
147,2008-11-06,1102.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
148,2008-11-07,1048.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
149,2008-11-10,1051.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
150,2008-11-11,1000.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
151,2008-11-12,958.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
152,2008-11-13,973.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
153,2008-11-14,994.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
154,2008-11-17,979.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
155,2008-11-18,949.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
156,2008-11-19,946.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
157,2008-11-20,901.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
158,2008-11-21,895.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
159,2008-11-24,904.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
160,2008-11-25,928.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
161,2008-11-26,907.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
162,2008-11-27,868.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
163,2008-11-28,910.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
164,2008-12-01,910.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
165,2008-12-02,892.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
166,2008-12-03,895.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
167,2008-12-04,901.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
168,2008-12-05,876.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
169,2008-12-08,833.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
170,2008-12-09,861.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
171,2008-12-10,842.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
172,2008-12-11,858.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
173,2008-12-12,898.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
174,2008-12-15,941.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
175,2008-12-16,895.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
176,2008-12-17,926.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
177,2008-12-18,935.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
178,2008-12-19,935.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
179,2008-12-22,966.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
180,2008-12-23,944.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
181,2008-12-24,944.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
182,2008-12-25,948.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
183,2008-12-26,960.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
184,2008-12-29,960.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
185,2008-12-30,991.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
186,2008-12-31,975.0,0.233,0.165,189.0,0.3,866.0,-0.106,-0.148,1.4,0.3
187,2009-01-02,960.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
188,2009-01-05,951.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
189,2009-01-06,966.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
190,2009-01-07,997.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
191,2009-01-08,982.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
192,2009-01-09,985.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
193,2009-01-12,985.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
194,2009-01-13,969.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
195,2009-01-14,969.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
196,2009-01-15,966.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
197,2009-01-16,963.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
198,2009-01-19,951.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
199,2009-01-20,948.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
200,2009-01-21,932.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
201,2009-01-22,944.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
202,2009-01-23,954.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
203,2009-02-02,929.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
204,2009-02-03,910.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
205,2009-02-04,879.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
206,2009-02-05,845.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
207,2009-02-06,861.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
208,2009-02-09,901.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
209,2009-02-10,926.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
210,2009-02-11,920.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
211,2009-02-12,920.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
212,2009-02-13,914.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
213,2009-02-16,895.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
214,2009-02-17,858.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
215,2009-02-18,830.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
216,2009-02-19,839.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
217,2009-02-20,830.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
218,2009-02-23,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
219,2009-02-24,752.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
220,2009-02-25,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
221,2009-02-26,774.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
222,2009-02-27,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
223,2009-03-02,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
224,2009-03-03,765.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
225,2009-03-04,771.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
226,2009-03-05,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
227,2009-03-06,790.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
228,2009-03-09,787.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
229,2009-03-10,814.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
230,2009-03-11,848.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
231,2009-03-12,818.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
232,2009-03-13,811.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
233,2009-03-16,842.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
234,2009-03-17,879.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
235,2009-03-18,904.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
236,2009-03-19,861.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
237,2009-03-20,852.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
238,2009-03-23,848.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
239,2009-03-24,889.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
240,2009-03-25,932.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
241,2009-03-26,979.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
242,2009-03-27,991.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
243,2009-03-30,963.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
244,2009-03-31,951.0,0.175,0.121,155.0,0.2,925.0,0.282,0.251,1.4,0.3
245,2009-04-01,997.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
246,2009-04-02,1047.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
247,2009-04-03,1096.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
248,2009-04-07,1149.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
249,2009-04-08,1099.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
250,2009-04-09,1099.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
251,2009-04-10,1152.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
252,2009-04-13,1208.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
253,2009-04-14,1268.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
254,2009-04-15,1217.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
255,2009-04-16,1278.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
256,2009-04-17,1239.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
257,2009-04-20,1182.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
258,2009-04-21,1239.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
259,2009-04-22,1300.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
260,2009-04-23,1287.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
261,2009-04-24,1274.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
262,2009-04-27,1255.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
263,2009-04-28,1271.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
264,2009-04-29,1281.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
265,2009-05-04,1344.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
266,2009-05-05,1411.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
267,2009-05-06,1462.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
268,2009-05-07,1535.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
269,2009-05-08,1554.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
270,2009-05-11,1583.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
271,2009-05-12,1637.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
272,2009-05-13,1557.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
273,2009-05-14,1557.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
274,2009-05-15,1621.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
275,2009-05-18,1573.0,0.152,0.099,153.0,0.4,958.0,0.238,0.209,1.8,0.6
